"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","Lease.Footprint..Acres.","Year","Date","Equipment","Labor","Fuel","Maintenance","Consumables","Cost of Goods Sold","Year","Date","Cost of Goods Sold","Fixed Overhead Costs","Cost of Production","Debt","Individual Scallops","ShellHeight (mm)","ShellHeight (Inches)","Adductor (g)","Adductor (lb)","Adductor Count per lb","Run Rate (Whole Scallop)","Break Even Price (Whole Scallop)","Run Rate (Adductor)","Break Even Price (Adductor)","Year","Date","Lease","Insurance","Aquaculture License","Owner Salary","Full Time Employee","Depreciation","Fixed Overhead Costs","Sea.Days","Totalequipment","Longlines","Spec.equip","Ownership"
"11279",600000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,118400,47034,56240,600,221674,10,2035,221674,182086.32,403760.32,4354967.27,351709,120.32,4.74,42.51,0.09,10.67,1.15,1.77,12.25,18.88,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,65403.8516666667,182086.319419125,351,536359.03,17,"Drill (Automated)","Cooperative Ownership"
"11280",50000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,9920,5226,6320,600,21466,10,2035,21466,132689.25,154155.25,1906641.2,29309,120.32,4.74,42.51,0.09,10.67,5.26,9.29,56.13,99.17,10,Aug 2035,527.349147347986,6000,1200,60000,45000,19961.89875,132689.247897348,39,268809.035833333,2,"Automated Drill and Pin","Cooperative Ownership"
"11281",60000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,11040,5762,6960,600,23762,10,2035,23762,133393.86,157155.86,1934072.87,35171,120.32,4.74,42.51,0.09,10.67,4.47,7.86,47.68,83.83,10,Aug 2035,527.349147347986,6000,1200,60000,45000,20666.5118333333,133393.860980681,43,271848.789666667,2,"Automated Drill and Pin","Cooperative Ownership"
"11282",70000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,13280,6700,8080,600,28060,10,2035,28060,134092.24,162152.24,1981095.82,41033,120.32,4.74,42.51,0.09,10.67,3.95,6.9,42.17,73.6,10,Aug 2035,527.349147347986,6000,1200,60000,45000,21364.8915833333,134092.240730681,50,274839.810166667,2,"Automated Drill and Pin","Cooperative Ownership"
"11283",80000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,14400,7102,8560,600,30062,10,2035,30062,135524.4,165586.4,2020856.44,46895,120.32,4.74,42.51,0.09,10.67,3.53,6.16,37.68,65.69,10,Aug 2035,791.023721021979,6000,1200,60000,45000,22533.3713333333,135524.395054355,53,284851.564,3,"Automated Drill and Pin","Cooperative Ownership"
"11284",90000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,15520,7504,9040,600,32064,10,2035,32064,136229.01,168293.01,2045642.11,52756,120.32,4.74,42.51,0.09,10.67,3.19,5.54,34.04,59.11,10,Aug 2035,791.023721021979,6000,1200,60000,45000,23237.9844166667,136229.008137689,56,287891.317833333,3,"Automated Drill and Pin","Cooperative Ownership"
"11285",100000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,18560,9514,11440,600,39514,10,2035,39514,136927.39,176441.39,2121435.06,58618,120.32,4.74,42.51,0.09,10.67,3.01,5.17,32.12,55.17,10,Aug 2035,791.023721021979,6000,1200,60000,45000,23936.3641666667,136927.387887689,71,290882.338333333,3,"Automated Drill and Pin","Cooperative Ownership"
"11286",110000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,19840,10184,12240,600,42264,10,2035,42264,137632,179896,2153860.73,64480,120.32,4.74,42.51,0.09,10.67,2.79,4.77,29.77,50.92,10,Aug 2035,791.023721021979,6000,1200,60000,45000,24640.97725,137632.000971022,76,293922.092166667,3,"Automated Drill and Pin","Cooperative Ownership"
"11287",120000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,22080,11122,13360,600,46562,10,2035,46562,139064.16,185626.16,2215967.35,70342,120.32,4.74,42.51,0.09,10.67,2.64,4.5,28.16,48.02,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,25809.457,139064.155294696,83,303933.846,4,"Automated Drill and Pin","Cooperative Ownership"
"11288",130000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,23200,11524,13840,600,48564,10,2035,48564,139765.34,188329.34,2240703.1,76204,120.32,4.74,42.51,0.09,10.67,2.47,4.2,26.37,44.82,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,26510.63675,139765.335044696,86,306952.8665,4,"Automated Drill and Pin","Cooperative Ownership"
"11289",140000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,25440,12462,14960,600,52862,10,2035,52862,140467.15,193329.15,2287775.97,82065,120.32,4.74,42.51,0.09,10.67,2.36,3.98,25.14,42.5,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,27212.4498333333,140467.148128029,93,309964.620333333,4,"Automated Drill and Pin","Cooperative Ownership"
"11290",150000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,26560,13132,15760,600,55452,10,2035,55452,141902.1,197354.1,2334063.39,87927,120.32,4.74,42.51,0.09,10.67,2.24,3.79,23.95,40.47,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,28383.7295833333,141902.102451703,98,320004.374166667,5,"Automated Drill and Pin","Cooperative Ownership"
"11291",160000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,27680,13668,16400,600,57748,10,2035,57748,142600.48,200348.48,2361386.34,93789,120.32,4.74,42.51,0.09,10.67,2.14,3.6,22.79,38.38,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,29082.1093333333,142600.482201703,102,322995.394666667,5,"Automated Drill and Pin","Cooperative Ownership"
"11292",170000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,29920,14606,17520,600,62046,10,2035,62046,143305.1,205351.1,2408518.01,99651,120.32,4.74,42.51,0.09,10.67,2.06,3.45,21.99,36.84,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,29786.7224166667,143305.095285037,109,326035.1485,5,"Automated Drill and Pin","Cooperative Ownership"
"11293",180000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,31040,15008,18000,600,64048,10,2035,64048,144006.91,208054.91,2433244.88,105513,120.32,4.74,42.51,0.09,10.67,1.97,3.29,21.04,35.15,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,30488.5355,144006.90836837,112,329046.902333333,5,"Automated Drill and Pin","Cooperative Ownership"
"11294",190000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,33280,15946,19120,600,68346,10,2035,68346,145441.86,213787.86,2495410.3,111375,120.32,4.74,42.51,0.09,10.67,1.92,3.2,20.48,34.16,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,31659.81525,145441.862692044,119,339086.656166667,6,"Automated Drill and Pin","Cooperative Ownership"
"11295",200000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,35200,17420,20880,600,73500,10,2035,73500,146140.24,219640.24,2548857.25,117236,120.32,4.74,42.51,0.09,10.67,1.87,3.11,19.99,33.14,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,32358.195,146140.242442044,130,342077.676666667,6,"Automated Drill and Pin","Cooperative Ownership"
"11296",210000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,37600,18626,22320,600,78546,10,2035,78546,146844.86,225390.86,2603628.92,123098,120.32,4.74,42.51,0.09,10.67,1.83,3.02,19.54,32.24,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,33062.8080833333,146844.855525377,139,345117.4305,6,"Automated Drill and Pin","Cooperative Ownership"
"11297",220000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,38240,18894,22640,600,79774,10,2035,79774,147546.67,227320.67,2622937.79,128960,120.32,4.74,42.51,0.09,10.67,1.76,2.91,18.81,31.01,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,33764.6211666667,147546.668608711,141,348129.184333333,6,"Automated Drill and Pin","Cooperative Ownership"
"11298",230000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,40480,19832,23760,600,84072,10,2035,84072,148978.19,233050.19,2685053.29,134822,120.32,4.74,42.51,0.09,10.67,1.73,2.85,18.45,30.36,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,34932.4675833333,148978.189599051,148,358148.204833333,7,"Automated Drill and Pin","Cooperative Ownership"
"11299",240000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,41440,20100,24080,600,85620,10,2035,85620,149680,235300,2705694.16,140684,120.32,4.74,42.51,0.09,10.67,1.67,2.75,17.85,29.32,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,35634.2806666667,149680.002682385,150,361159.958666667,7,"Automated Drill and Pin","Cooperative Ownership"
"11300",250000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,42560,20770,24880,600,88210,10,2035,88210,150384.62,238594.62,2736947.83,146545,120.32,4.74,42.51,0.09,10.67,1.63,2.67,17.37,28.47,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,36338.89375,150384.615765718,155,364199.7125,7,"Automated Drill and Pin","Cooperative Ownership"
"11301",260000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,44800,21842,26160,600,92802,10,2035,92802,151813.34,244615.34,2801650.53,152407,120.32,4.74,42.51,0.09,10.67,1.61,2.63,17.13,28.02,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,37503.9401666667,151813.336756059,163,374190.733,8,"Automated Drill and Pin","Cooperative Ownership"
"11302",270000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,45920,22244,26640,600,94804,10,2035,94804,152517.95,247321.95,2826436.2,158269,120.32,4.74,42.51,0.09,10.67,1.56,2.55,16.68,27.22,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,38208.55325,152517.949839392,166,377230.486833333,8,"Automated Drill and Pin","Cooperative Ownership"
"11303",280000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,48160,23182,27760,600,99102,10,2035,99102,153219.76,252321.76,2873509.07,164131,120.32,4.74,42.51,0.09,10.67,1.54,2.5,16.4,26.69,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,38910.3663333333,153219.762922725,173,380242.240666667,8,"Automated Drill and Pin","Cooperative Ownership"
"11304",290000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,50080,24656,29520,600,104256,10,2035,104256,153920.94,258176.94,2927014.82,169993,120.32,4.74,42.51,0.09,10.67,1.52,2.46,16.21,26.25,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,39611.5460833333,153920.942672725,184,383261.261166667,8,"Automated Drill and Pin","Cooperative Ownership"
"11305",300000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,52320,25594,30640,600,108554,10,2035,108554,155353.1,263907.1,2989121.44,175854,120.32,4.74,42.51,0.09,10.67,1.5,2.43,16.01,25.91,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,40780.0258333333,155353.096996399,191,393273.015,9,"Automated Drill and Pin","Cooperative Ownership"
"11306",310000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,53600,26264,31440,600,111304,10,2035,111304,156057.71,267361.71,3021547.11,181716,120.32,4.74,42.51,0.09,10.67,1.47,2.38,15.7,25.35,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,41484.6389166667,156057.710079733,196,396312.768833333,9,"Automated Drill and Pin","Cooperative Ownership"
"11307",320000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,54720,26666,31920,600,113306,10,2035,113306,156756.09,270062.09,3046224.06,187578,120.32,4.74,42.51,0.09,10.67,1.44,2.32,15.36,24.76,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,42183.0186666667,156756.089829733,199,399303.789333333,9,"Automated Drill and Pin","Cooperative Ownership"
"11308",330000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,56960,27604,33040,600,117604,10,2035,117604,157460.7,275064.7,3093355.73,193440,120.32,4.74,42.51,0.09,10.67,1.42,2.28,15.17,24.38,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,42887.63175,157460.702913066,206,402343.543166667,9,"Automated Drill and Pin","Cooperative Ownership"
"11309",340000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,58080,28274,33840,600,120194,10,2035,120194,158892.86,279086.86,3139584.35,199302,120.32,4.74,42.51,0.09,10.67,1.4,2.25,14.94,24.01,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,44056.1115,158892.85723674,211,412355.297,10,"Automated Drill and Pin","Cooperative Ownership"
"11310",350000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,60320,29212,34960,600,124492,10,2035,124492,159597.47,284089.47,3186716.02,205164,120.32,4.74,42.51,0.09,10.67,1.38,2.22,14.78,23.68,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,44760.7245833333,159597.470320073,218,415395.050833333,10,"Automated Drill and Pin","Cooperative Ownership"
"11311",360000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,61440,29748,35600,600,126788,10,2035,126788,160295.85,287083.85,3214038.97,211025,120.32,4.74,42.51,0.09,10.67,1.36,2.18,14.52,23.22,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,45459.1043333333,160295.850070073,222,418386.071333333,10,"Automated Drill and Pin","Cooperative Ownership"
"11312",370000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,63680,30686,36720,600,131086,10,2035,131086,161730.8,292816.8,3276204.4,216887,120.32,4.74,42.51,0.09,10.67,1.35,2.16,14.41,23.03,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,46630.3840833333,161730.804393747,229,428425.825166667,11,"Automated Drill and Pin","Cooperative Ownership"
"11313",380000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,64800,31088,37200,600,133088,10,2035,133088,162432.62,295520.62,3300931.26,222749,120.32,4.74,42.51,0.09,10.67,1.33,2.12,14.16,22.59,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,47332.1971666667,162432.617477081,232,431437.579,11,"Automated Drill and Pin","Cooperative Ownership"
"11314",390000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,67840,33098,39600,600,140538,10,2035,140538,163133.8,303671.8,3376783.02,228611,120.32,4.74,42.51,0.09,10.67,1.33,2.11,14.17,22.52,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,48033.3769166667,163133.797227081,247,434456.5995,11,"Automated Drill and Pin","Cooperative Ownership"
"11315",400000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,68960,33500,40080,600,142540,10,2035,142540,163835.61,306375.61,3401509.88,234473,120.32,4.74,42.51,0.09,10.67,1.31,2.07,13.94,22.11,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,48735.19,163835.610310414,250,437468.353333333,11,"Automated Drill and Pin","Cooperative Ownership"
"11316",410000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,70240,34170,40880,600,145290,10,2035,145290,165270.56,310560.56,3448969.31,240334,120.32,4.74,42.51,0.09,10.67,1.29,2.05,13.79,21.88,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,49906.46975,165270.564634088,255,447508.107166667,12,"Automated Drill and Pin","Cooperative Ownership"
"11317",420000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,72480,35108,42000,600,149588,10,2035,149588,165968.94,315556.94,3495992.26,246196,120.32,4.74,42.51,0.09,10.67,1.28,2.03,13.68,21.65,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,50604.8495,165968.944384088,262,450499.127666667,12,"Automated Drill and Pin","Cooperative Ownership"
"11318",430000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,73600,35510,42480,600,151590,10,2035,151590,166673.56,318263.56,3520777.92,252058,120.32,4.74,42.51,0.09,10.67,1.26,2,13.47,21.29,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,51309.4625833333,166673.557467421,265,453538.8815,12,"Automated Drill and Pin","Cooperative Ownership"
"11319",440000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,75360,36582,43760,600,155702,10,2035,155702,167375.37,323077.37,3568900.79,257920,120.32,4.74,42.51,0.09,10.67,1.25,1.98,13.37,21.09,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,52011.2756666667,167375.370550755,273,456550.635333333,12,"Automated Drill and Pin","Cooperative Ownership"
"11320",450000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,76480,36984,44240,600,157704,10,2035,157704,168806.89,326510.89,3608670.3,263782,120.32,4.74,42.51,0.09,10.67,1.24,1.95,13.21,20.85,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,53179.1220833333,168806.891541095,276,466569.655833333,13,"Automated Drill and Pin","Cooperative Ownership"
"11321",460000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,78720,37922,45360,600,162002,10,2035,162002,169508.7,331510.7,3655743.17,269644,120.32,4.74,42.51,0.09,10.67,1.23,1.94,13.12,20.67,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,53880.9351666667,169508.704624429,283,469581.409666667,13,"Automated Drill and Pin","Cooperative Ownership"
"11322",470000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,79680,38324,45840,600,163844,10,2035,163844,170213.32,334057.32,3679088.83,275505,120.32,4.74,42.51,0.09,10.67,1.21,1.91,12.94,20.36,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,54585.54825,170213.317707762,286,472621.1635,13,"Automated Drill and Pin","Cooperative Ownership"
"11323",480000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,81600,39396,47120,600,168116,10,2035,168116,171642.04,339758.04,3737867.54,281367,120.32,4.74,42.51,0.09,10.67,1.21,1.9,12.89,20.25,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,55750.5946666667,171642.038698103,294,482612.184,14,"Automated Drill and Pin","Cooperative Ownership"
"11324",490000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,83840,40736,48720,600,173296,10,2035,173296,172346.65,345642.65,3794701.21,287229,120.32,4.74,42.51,0.09,10.67,1.2,1.89,12.84,20.14,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,56455.20775,172346.651781436,304,485651.937833333,14,"Automated Drill and Pin","Cooperative Ownership"
"11325",500000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,84960,41138,49200,600,175298,10,2035,175298,173048.46,348346.46,3819428.08,293091,120.32,4.74,42.51,0.09,10.67,1.19,1.86,12.68,19.87,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,57157.0208333333,173048.464864769,307,488663.691666667,14,"Automated Drill and Pin","Cooperative Ownership"
"11326",510000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,87360,42210,50480,600,180050,10,2035,180050,173753.08,353803.08,3871553.74,298953,120.32,4.74,42.51,0.09,10.67,1.18,1.85,12.63,19.74,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,57861.6339166667,173753.077948103,315,491703.4455,14,"Automated Drill and Pin","Cooperative Ownership"
"11327",520000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,88480,42746,51120,600,182346,10,2035,182346,175181.8,357527.8,3913910.45,304814,120.32,4.74,42.51,0.09,10.67,1.17,1.83,12.52,19.57,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,59026.6803333333,175181.798938443,319,501694.466,15,"Automated Drill and Pin","Cooperative Ownership"
"11328",530000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,90720,43952,52560,600,187232,10,2035,187232,175886.41,363118.41,3967510.12,310676,120.32,4.74,42.51,0.09,10.67,1.17,1.82,12.47,19.47,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,59731.2934166667,175886.412021777,328,504734.219833333,15,"Automated Drill and Pin","Cooperative Ownership"
"11329",540000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,91840,44354,53040,600,189234,10,2035,189234,176588.23,365822.23,3992236.99,316538,120.32,4.74,42.51,0.09,10.67,1.16,1.8,12.33,19.23,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,60433.1065,176588.22510511,331,507745.973666667,15,"Automated Drill and Pin","Cooperative Ownership"
"11330",550000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,94080,45292,54160,600,193532,10,2035,193532,177289.4,370821.4,4039318.74,322400,120.32,4.74,42.51,0.09,10.67,1.15,1.79,12.27,19.1,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,61134.28625,177289.40485511,338,510764.994166667,15,"Automated Drill and Pin","Cooperative Ownership"
"11331",560000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,95200,45694,54640,600,195534,10,2035,195534,178721.56,374255.56,4079079.36,328262,120.32,4.74,42.51,0.09,10.67,1.14,1.78,12.17,18.94,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,62302.766,178721.559178784,341,520776.748,16,"Automated Drill and Pin","Cooperative Ownership"
"11332",570000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,96320,46230,55280,600,197830,10,2035,197830,179426.17,377256.17,4106511.03,334124,120.32,4.74,42.51,0.09,10.67,1.13,1.76,12.05,18.74,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,63007.3790833333,179426.172262117,345,523816.501833333,16,"Automated Drill and Pin","Cooperative Ownership"
"11333",580000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,99360,48240,57680,600,205280,10,2035,205280,180124.55,385404.55,4182303.98,339985,120.32,4.74,42.51,0.09,10.67,1.13,1.76,12.1,18.75,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,63705.7588333333,180124.552012117,360,526807.522333333,16,"Automated Drill and Pin","Cooperative Ownership"
"11334",590000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,100480,48642,58160,600,207282,10,2035,207282,181559.51,388841.51,4222123.4,345847,120.32,4.74,42.51,0.09,10.67,1.12,1.74,12,18.61,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,64877.0385833333,181559.506335791,363,536847.276166667,17,"Automated Drill and Pin","Cooperative Ownership"
"11335",600000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,102720,49580,59280,600,211580,10,2035,211580,182261.32,393841.32,4269196.27,351709,120.32,4.74,42.51,0.09,10.67,1.12,1.73,11.95,18.5,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,65578.8516666667,182261.319419125,370,539859.03,17,"Automated Drill and Pin","Cooperative Ownership"
